ticker,total_investment,quantity,total_value,total_pnl
STBA,125800,4301.752771790407,179469.13089025882,53669.13089025882
VMC,125800,760.436164718339,179462.934873528,53662.93487352799
BATRK,125800,4413.070700878346,179347.19059017138,53547.190590171376
EDU,125800,3057.131554312674,179147.90441791015,53347.90441791015
BKTI,125800,9047.647838090415,179143.42029138273,53343.42029138273
AIZ,125800,933.3386219843565,179117.01836300598,53317.01836300598
ALKT,86100,4653.054525137843,139405.5093131311,53305.5093131311
UHAL,125800,2527.000754772588,179088.55043134818,53288.55043134818
VIRT,125800,5740.052793357762,178860.04416516534,53060.04416516534
SBR,125800,2953.2516355278567,178848.92310324093,53048.92310324093
BYD,125800,2967.9507006451117,178729.99481583532,52929.99481583532
HWC,125800,3612.512514859146,178530.36186963101,52730.361869631015
GEO,125800,14110.461098592124,178497.32751447664,52697.32751447664
CINF,125800,1315.4124757118889,178396.2335331339,52596.2335331339
NAT,125800,49405.53669453471,178353.98228442325,52553.982284423255
UE,125800,8345.734287406385,178348.3487258934,52548.34872589339
LMT,125800,314.5442706495241,178346.60145828017,52546.60145828017
CFB,125800,10273.361368345391,178242.82365976888,52442.82365976888
INBK,125800,5259.067685470807,178229.8006507255,52429.80065072549
DOV,125800,950.8803571795517,178147.44072130212,52347.44072130212
NWPX,125800,4214.861344696574,178077.89181343024,52277.89181343024
TSEM,125800,4242.559342465672,178060.2207821897,52260.22078218969
AMZN,125800,951.8131226229417,177989.0539304901,52189.0539304901
SHG,125800,4212.326095271689,177970.77752522886,52170.777525228856
HNNA,125800,17293.158081850874,177773.66046365557,51973.66046365557
TDS,125800,7599.096372957628,177742.85952535857,51942.859525358566
SLMBP,125800,2343.134379341441,177703.30274844053,51903.30274844053
ACR,125800,11544.889176558265,177675.84839085484,51875.84839085484
PAYX,125800,1324.7924545813098,177641.41538327298,51841.41538327298
MPTI,49000,2964.404698460341,100760.12067632185,51760.12067632185
ASPI,46200,35596.58487301697,97890.60840079666,51690.60840079666
CIM-PD,125800,7287.139840172617,177441.85788802648,51641.85788802648
UMBF,125800,1714.522793997789,177367.37780676293,51567.37780676293
ERO,125800,8470.860087821338,177295.10422320195,51495.10422320195
SYF,125800,3793.8165167313036,177285.04409018243,51485.04409018243
BN,125800,3589.422031992054,177245.66377368398,51445.66377368398
DESP,125800,14195.076512550948,177154.54837864547,51354.54837864547
MA,125800,359.1547634522477,177099.21605041006,51299.21605041006
NEN,125800,2185.204704625564,177001.58107467068,51201.581074670685
COIN,86100,846.0906055839222,137269.74449765004,51169.74449765004
DE,125800,453.7025465367626,176939.45169318313,51139.45169318313
CUBE,125800,3266.8852821946284,176869.16718406865,51069.16718406865
SHEL,125800,2621.9332689612957,176823.18605995405,51023.18605995405
GDEN,125800,5476.994287633206,176797.36891901586,50997.36891901586
FAST,125800,2538.738959946685,176594.67585579824,50794.67585579824
CIM-PB,125800,7154.564792711728,176503.1139820483,50703.11398204829
VRSK,125800,655.0258135162983,176444.30018851705,50644.30018851705
SWVL,88200,24523.881622619007,138805.1662419762,50605.1662419762
PPSI,125800,39107.204081186486,176373.4993570797,50573.49935707971
PNFP,125800,1889.8448902999191,176360.32458605355,50560.32458605355
XYF,125800,38062.04727346884,176227.28323201634,50427.28323201634
ORLA,125800,40221.77008330189,176171.35756787856,50371.35756787856
BR,125800,836.0867617421043,176163.47814752706,50363.47814752706
VMI,125800,640.8279090328743,176157.1933011744,50357.19330117441
FND,125800,1582.0313965233495,175937.7101589687,50137.71015896869
WD,125800,1675.3737610162152,175914.2449067026,50114.2449067026
FITB,125800,4226.554172087123,175824.64710961448,50024.64710961448
IREN,70900,16334.731464820201,120877.01439747088,49977.01439747088
OSBC,125800,10614.393129519834,175774.34455615096,49974.34455615096
MET,125800,2319.8276548577087,175726.94485547143,49926.94485547143
HSBC,125800,4032.085485813601,175516.67627548668,49716.67627548668
GAM,125800,3350.6183819462317,175505.39442519014,49705.39442519014
NXG,125800,4280.507113724885,175500.7916627203,49700.791662720294
HPQ,125800,5286.153747235683,175500.30844123993,49700.30844123993
SPE,125800,12642.942616152737,175484.04495906996,49684.04495906996
DRI,125800,1103.4381329327844,175446.6631363127,49646.66313631271
PXSAP,98900,5938.527609839935,148463.19024599838,49563.19024599838
BG,125800,1811.3717110982832,175358.89092913058,49558.890929130575
DCO,125800,2740.7512222413875,175298.44566532646,49498.445665326464
SAH,125800,3192.075119296672,175276.84431350825,49476.84431350825
TYG,125800,4801.057065832872,175238.5829028998,49438.5829028998
PEG,125800,2110.702507360672,175230.51507559483,49430.51507559483
SOUN,59800,22154.57474079386,109222.04966902893,49422.04966902893
BSM,125800,11836.942213072947,175186.74701119718,49386.74701119718
LSEA,125800,14597.65378151618,175171.84537819415,49371.84537819415
BLND,79600,37164.326826552446,128960.21515141691,49360.21515141691
CMI,125800,587.2827830607703,175157.09004787472,49357.09004787472
RLI,125800,1161.0955114354686,175093.20666785096,49293.20666785096
OXBR,125800,76458.6644644393,175090.3387068994,49290.338706899405
RAND,125800,10166.233427520401,175062.5326413028,49262.532641302794
TOWN,125800,5254.672465319375,175033.14703598287,49233.14703598287
ATKR,125800,2027.499503694688,174973.21335628902,49173.21335628902
FTAIO,120800,6629.730762352628,169919.99387520636,49119.99387520636
MITT-PC,125800,7030.990802768321,174790.4356481967,48990.4356481967
QTWO,125800,2415.4512942812034,174782.05712846236,48982.05712846236
BV,125800,11513.053753631382,174768.15949362956,48968.15949362956
SCD,125800,10546.744105771391,174548.60690398933,48748.606903989334
GLW,125800,4145.804462169694,174538.36153134852,48738.36153134852
EBAY,125800,2752.888713773561,174478.08961937067,48678.08961937067
BURL,125800,626.7060105405097,174474.949509368,48674.94950936799
RPM,125800,1457.8343800581988,174386.15254662346,48586.15254662346
PKOH,125800,6371.110116920181,174313.57668755317,48513.57668755317
MCY,125800,2987.3307379408584,174310.74400054413,48510.74400054413
LZB,125800,4265.929500161187,174305.88198030283,48505.88198030283
BCPC,125800,1027.17050149917,174290.28317115773,48490.28317115773
HEPS,80600,56352.706800291824,129047.6964229831,48447.69642298311
FRBA,125800,11699.775398210983,174209.65969616064,48409.65969616064
TWO-PC,125800,7098.51758623083,174197.6280649915,48397.6280649915
TEO,125800,21345.49872957939,174179.26637630322,48379.26637630322
COCO,72800,4485.253185015206,121101.83599541057,48301.83599541057
RBB,125800,7720.606885613346,174099.67938022537,48299.67938022537
CHUY,125800,4663.40144218239,174084.7843756117,48284.78437561169
RAVE,125800,99468.1853590729,174069.32437837758,48269.32437837758
PFBC,125800,2204.681299231081,174037.54714382425,48237.54714382425
SB-PC,125800,6766.086353222927,173983.14923591944,48183.14923591944
RITM-PB,125800,6866.2549188383855,173946.94936754828,48146.94936754828
HY,125800,2958.091068280448,173876.5893825737,48076.5893825737
EQNR,125800,6893.566981108734,173786.8172825021,47986.8172825021
UUUU,125800,33925.35339168627,173697.80548298513,47897.80548298513
LECO,125800,977.9761683217664,173688.57346303854,47888.57346303854
AVY,125800,792.2808501431391,173564.97164369575,47764.97164369575
UMH,125800,8608.872233580903,173468.77222263106,47668.77222263106
SPNS,125800,4837.18748600232,173461.54620042813,47661.54620042813
ITUB,125800,25962.84915775246,173431.82791696797,47631.82791696797
CXDO,125800,37052.58089635642,173406.07223445098,47606.072234450985
PTMN,125800,9585.545509044267,173402.51972124894,47602.519721248944
NXPI,125800,760.9148070002585,173351.61690390538,47551.61690390538
MTRN,125800,1652.5959621974075,173274.68411473685,47474.684114736854
INTA,80700,2891.4312872824394,128119.3243102615,47419.324310261494
MNDY,82100,499.99530755376327,129513.78390530546,47413.78390530546
GPOR,83700,908.6219745793481,131059.63860453476,47359.63860453476
PXS,125800,34486.38973713273,173121.67582263064,47321.67582263064
FTDR,125800,3599.130659076089,173118.17920972232,47318.17920972232
SGU,125800,14222.323760090487,173085.68124537842,47285.68124537842
CL,125800,1638.0978090378362,173081.4205018311,47281.420501831104
MMLP,125800,49709.98110528248,172990.73519452568,47190.73519452568
SQSP,83600,2824.255321549606,130763.01923301094,47163.01923301094
PAYS,125800,39754.4401518207,172931.8108691412,47131.81086914119
NSA,125800,3651.8388457415676,172914.56377359937,47114.563773599366
STEW,125800,11247.624930266278,172763.51506732448,46963.51506732448
SOHON,125800,9463.063409344002,172700.90722052805,46900.90722052805
VLGEA,125800,5365.804444617088,172617.91915825033,46817.919158250326
EML,125800,5625.903714643456,172602.72768215078,46802.727682150784
NOC,125800,333.631429705752,172600.89280380218,46800.892803802184
CTS,125800,3718.570606000536,172504.48814272947,46704.488142729475
FDX,125800,599.3440068143998,172353.36042934356,46553.360429343564
GHC,125800,224.64127716785686,172308.84030286735,46508.84030286735
AVT,125800,3415.8620510040646,172261.92427457334,46461.924274573335
CTO,125800,9040.143842033282,172214.7332936516,46414.7332936516
HTGC,125800,8967.47007650057,172175.43231044765,46375.43231044765
IOR,125800,10125.395582484323,172131.7249022335,46331.72490223349
UVE,125800,8317.667535941402,172009.36718161887,46209.36718161887
DLNG,125800,47107.48677555944,171942.33122331198,46142.33122331198
QCOM,125800,1036.948925424392,171936.49879300484,46136.49879300484
BANX,125800,8421.551391004954,171883.86260538435,46083.86260538435
ASO,99300,2560.665985806859,145381.81525145064,46081.81525145064
BY,125800,6538.662955112253,171836.06695009355,46036.06695009355
LTH,73800,4804.672911530289,119828.54497953756,46028.54497953756
XYL,125800,1303.103675747734,171605.72624062456,45805.72624062456
AOS,125800,2151.776488454509,171604.1749542471,45804.17495424711
GFL,114200,3965.4796965592486,159927.80342324468,45727.80342324468
OTTR,125800,2199.4113810024187,171334.14993612384,45534.14993612384
CTVA,125800,3062.8319819362127,171304.19368439453,45504.19368439453
PSA,125800,479.28618819321383,171244.1662750164,45444.16627501641
TPG,67000,2062.4197904169987,112443.12791763562,45443.12791763562
MDU,125800,6600.727299090933,171222.8696635875,45422.86966358751
CFBK,125800,7675.3622159483775,171160.57155981218,45360.571559812175
RDVT,125800,5997.067526024044,171156.31268320553,45356.31268320553
MFA,125800,13347.34495198178,171112.95821112,45312.958211120014
OWL,94300,8072.466218812204,139572.94831382655,45272.94831382655
DSU,125800,15478.340617485019,171035.66677546865,45235.66677546865
AON,125800,491.4231266236989,171015.24806504723,45215.24806504723
BVN,125800,13375.243879517018,170935.61320865207,45135.61320865207
GIB,125800,1488.5824145499655,170874.37672902844,45074.376729028445
EIG,125800,3593.494763074116,170870.67324255526,45070.67324255526
APAM,125800,4179.120443156934,170842.44818003767,45042.44818003767
BGT,125800,13217.564533938017,170770.93478689934,44970.934786899335
IP,125800,3533.64345583024,170710.3202038797,44910.3202038797
IP,125800,3533.6434549578544,170710.32016173477,44910.320161734766
IP,125800,3533.643447995178,170710.31982536786,44910.31982536786
IP,125800,3533.643440974854,170710.31948621597,44910.31948621597
IP,125800,3533.643430396983,170710.31897519904,44910.31897519904
IP,125800,3533.643420051578,170710.3184754125,44910.318475412496
FSV,125800,941.9922498893029,170679.57805722856,44879.57805722856
BSRR,125800,5880.140469203319,170641.679107995,44841.679107995005
SLNHP,77100,22247.41098453383,121915.81261958109,44815.81261958109
K,125800,2124.199331274621,170509.47319061772,44709.47319061772
AZEK,107100,3523.717663960078,151801.7634155199,44701.763415519905
AME,125800,1017.0051496920365,170490.74267364232,44690.74267364232
GBDC,125800,11429.753914801306,170417.6291256454,44617.62912564541
IGT,125800,7855.73075505156,170390.80427248118,44590.80427248118
HIVE,125800,56211.93600106088,170322.16447497808,44522.16447497808
JHG,125800,4752.742298828807,170290.76526956723,44490.76526956723
MRC,125800,14328.739684870015,170225.42909604992,44425.42909604992
DSP,90400,12997.94532732149,134788.69155682705,44388.69155682705
TX,125800,5204.4254938834365,170132.66224785877,44332.66224785877
ATO,125800,1258.4993039663862,170123.92669265188,44323.926692651876
FFBC,125800,6817.824160320653,170104.71800158735,44304.718001587345
CDW,125800,773.213507477061,170052.84103624514,44252.84103624514
PRM,71500,9751.69811062338,115752.65545710623,44252.65545710623
CDXC,125800,48558.80178093062,169955.80623325717,44155.80623325717
FULT,125800,9638.714982670102,169834.16608377875,44034.16608377875
CLFD,125800,4396.349412608212,169830.98250486303,44030.98250486303
ACN,125800,483.61731616045813,169798.0426557027,43998.04265570271
ETG,125800,8941.463497687197,169619.55641151036,43819.55641151036
CBFV,125800,6274.911012515127,169610.84897692336,43810.84897692336
NBTB,125800,3797.3568055457754,169589.95435624366,43789.95435624366
CARE,125800,9765.044517495542,169423.52610361652,43623.52610361652
KRP,125800,10967.14541660784,169332.7206304277,43532.720630427706
FUL,125800,2107.5046893522695,169274.7760056149,43474.7760056149
FCF,125800,10216.109649929022,169178.77034683342,43378.77034683342
SNX,125800,1509.5552869541352,169175.86054827023,43375.860548270226
SPH,125800,9508.501781400755,169156.2553964128,43356.2553964128
SPB,125800,1872.8803412817228,169139.8190486906,43339.81904869061
ECL,125800,678.5783280640642,169074.57870547028,43274.57870547028
NRO,125800,42041.15278194759,169005.43338155796,43205.43338155796
BLK,125800,190.22529675651157,168946.69784783156,43146.69784783156
TER,125800,1307.8484307807428,168934.77940920653,43134.77940920653
ESE,125800,1412.4592815447954,168916.0003073617,43116.00030736171
SNFCA,125800,19633.472323944836,168847.86947550092,43047.86947550092
ELA,125800,32035.475482400798,168830.16307929304,43030.16307929304
DLR,125800,1051.4881143158061,168711.264733084,42911.26473308401
GNT,125800,29338.437786042407,168696.01726974384,42896.01726974384
CMRE-PC,125800,6302.46780367307,168654.03986881176,42854.03986881176
ADX,125800,7958.4432470686515,168559.83040163817,42759.83040163817
ED,125800,1626.228839482386,168461.0395265525,42661.039526552486
MU,125800,1913.7610959504436,168410.97644363903,42610.976443639025
HUBG,125800,3749.005672414857,168292.86234649146,42492.862346491456
IRT,125800,8097.12172919031,168258.1950924269,42458.195092426904
CCD,125800,7053.901545060426,167953.39202069887,42153.39202069887
MGPI,125800,1990.3860673764154,167749.7353288138,41949.73532881381
FORM,125800,3860.28232564928,167652.06258101293,41852.06258101293
MBNKP,119300,6454.443528567523,161102.90456382584,41802.90456382584
FYBR,84700,3550.6766985247477,126475.10020891964,41775.10020891964
CADE,125800,5424.503859454024,167562.92090768038,41762.92090768038
SCS,125800,12287.510931849409,167478.77540730147,41678.775407301466
BHB,125800,5488.59683887877,167457.09081043137,41657.09081043137
CIM-PC,125800,7541.635029944246,167424.30341857317,41624.30341857317
GEOS,125800,16428.54558425906,167406.87260990776,41606.87260990776
SNV,125800,3795.069126070993,167400.5014673179,41600.501467317896
TTMI,125800,9126.744526198572,167384.49600311252,41584.49600311252
GHLD,97900,8518.587557928367,139449.28547237057,41549.28547237057
FLS,125800,3599.5779503599197,167308.38148497304,41508.38148497304
TXN,125800,848.7282446633826,167292.82482362195,41492.82482362195
ITRN,125800,6135.484651891469,167191.95676404252,41391.95676404252
NYT,125800,3152.7397460975394,167095.2065431696,41295.206543169596
V,125800,583.067991827294,167043.1432845781,41243.14328457811
BH,125800,989.7979211095518,166870.0278951111,41070.027895111096
QUIK,125800,22031.05706606357,166775.10577198284,40975.10577198284
COF,125800,1203.8552259593903,166733.94879537556,40933.94879537556
KD,72700,4936.330842982812,113584.97382687098,40884.97382687098
IIIN,125800,5359.085780860935,166613.9777446981,40813.97774469809
ACVA,87500,6414.514496820948,128290.28993641897,40790.289936418965
EPD,125800,5644.566893624276,166571.17032279124,40771.17032279124
EBF,125800,7170.085535495428,166561.08370735412,40761.08370735412
FBK,125800,3634.900841431908,166551.15544512632,40751.15544512632
CPF,125800,6232.4117352167705,166530.03728553458,40730.03728553458
RYAN,79200,1890.135703649999,119929.11183865153,40729.11183865153
SYBT,125800,2810.4616295763217,166519.85155239707,40719.85155239707
SII,125800,4057.4174944291426,166435.26747882177,40635.26747882177
LGI,125800,9761.978768054501,166344.1271450072,40544.127145007194
SLF,125800,2965.3851011476777,166328.4507758551,40528.450775855104
BFIN,125800,14397.826076964222,166294.89393510416,40494.89393510416
ACT,75300,3237.3408357649737,115702.56690400926,40402.56690400926
TS,125800,5818.135134466347,166165.93633313949,40365.936333139485
DDOG,125500,1513.1118377534062,165776.52925014248,40276.529250142485
CMRE-PB,125800,6359.723936195813,166052.39585574012,40252.39585574012
FOUR,107600,1827.9367014579025,147843.51539333706,40243.51539333706
KT,125800,10528.2466596989,166030.4546429005,40230.4546429005
UBFO,125800,19601.91096703559,166028.19112506637,40228.19112506637
UG,125800,11473.520280531928,166021.84152305743,40221.84152305743
GIFI,125800,31235.918798588784,165862.72703317282,40062.72703317282
MGRC,125800,1579.0488270764365,165831.7025188053,40031.70251880531
UGP,125800,40051.333728040205,165812.5162866565,40012.51628665649
PNNT,125800,23717.92728259954,165788.30627676804,39988.30627676804
GTES,125800,9738.447126271081,165748.3745470411,39948.37454704111
TCBI,125800,2398.1812314828944,165690.33250075122,39890.33250075122
SOI,125800,14454.299164984948,165646.26898211526,39846.26898211526
NIC,125800,1737.4832200805868,165634.27855170914,39834.27855170914
NOVT,125800,972.522546388818,165630.31250115696,39830.312501156965
EXR,125800,929.7446666065921,165624.7143418272,39824.7143418272
CUBI-PF,125800,6582.414757073775,165547.7286294135,39747.7286294135
SRCE,125800,2822.042741470695,165541.02678406143,39741.026784061425
CFG,125800,4136.008680041228,165398.99405700195,39598.99405700195
SEAL-PB,125800,6365.148492766086,165239.2490447401,39439.24904474011
HII,125800,637.4492624864166,165131.22366574316,39331.223665743164
MSCI,125800,293.6635183911047,165124.0533035667,39324.0533035667
PG,125800,952.3933016044343,165116.42204880287,39316.422048802866
GSHD,125800,1920.504785594549,165067.380460936,39267.380460935994
TRTX,125800,18264.344488495743,164927.0258540104,39127.0258540104
FSFG,125800,7032.309952470653,164907.67375066353,39107.673750663525
EFC,125800,12385.025615770652,164844.69614287093,39044.69614287093
EEX,125800,30526.22498832063,164841.61784813908,39041.61784813908
NATH,125800,2123.3399448578853,164792.41441640432,38992.414416404325
EFSC,125800,3237.2367055057157,164678.2277513339,38878.22775133391
GCT,52100,5269.886891400462,90958.24895175337,38858.24895175337
VZLA,66500,50163.53227279868,105343.41298890999,38843.412988909986
AGNCN,125800,6350.428462420871,164603.10623044823,38803.10623044823
LOGI,125800,1927.0647495692524,164532.78302538136,38732.78302538136
NI,125800,4878.844879753087,164514.6553008953,38714.655300895305
BFST,125800,6580.258144810843,164506.4536202711,38706.45362027109
NMFC,125800,13484.128360528342,164506.3634265524,38706.36342655239
DORM,125800,1452.3880886835864,164482.95104341616,38682.951043416164
AGNCM,125800,6503.585786152932,164475.69048601828,38675.690486018284
REG,125800,2200.854747845262,164425.85619657682,38625.85619657682
CMCL,125800,11742.884438014484,164400.38213220277,38600.382132202765
RYI,125800,8952.958555446827,164376.324542456,38576.32454245599
WTW,125800,567.378526727135,164335.52479245624,38535.52479245624
ESAB,61900,1012.4406677161401,100272.12465752363,38372.12465752363
MPB,125800,5645.279050903937,164164.71436958588,38364.71436958588
HBT,123900,7380.707930416529,162080.33939470706,38180.33939470706
SILV,125800,18018.63275287192,163969.56492469736,38169.56492469736
SLB,125800,4085.290373509598,163860.99937493334,38060.99937493334
OLED,125800,804.0572240783999,163834.6955613965,38034.69556139651
SBRA,125800,8811.271088036923,163801.53087109968,38001.530871099676
BCML,125800,7064.956193204944,163801.00556636296,38001.00556636296
COMP,86900,20641.835338589502,124883.10773558413,37983.107735584126
FBNC,125800,3911.653549775638,163741.81998109206,37941.81998109206
HBCP,125800,3908.9567803976634,163707.11413827044,37907.11413827044
COFS,125800,5464.1889744406435,163652.4639533426,37852.46395334261
KTOS,125800,7367.781667074529,163564.75863022584,37764.75863022584
BFAM,125800,1161.9232394603134,163552.30880379875,37752.30880379875
SHOO,125800,3680.6724752301243,163532.27919772652,37732.279197726515
CP,125800,1876.8547101188224,163530.34573771758,37730.34573771758
AEP,125800,1583.8916889801849,163473.45976954873,37673.45976954873
PNW,125800,1827.236142742819,163446.267392063,37646.26739206299
MCRI,125800,2180.374333845159,163440.8580688408,37640.85806884081
PMT-PA,125800,6588.87270983286,163404.03817694398,37604.038176943985
ZS,125800,978.1155712333599,163345.3003959711,37545.300395971106
T,125800,7572.73913341718,163343.980796792,37543.98079679199
FSI,125800,50563.666114732056,163320.64251500994,37520.64251500994
URBN,125800,4568.107204971583,163309.8325777341,37509.83257773411
WDC,125800,2567.197877273721,163248.11340755923,37448.11340755923
BGI,125800,69161.18134616269,163220.3807216473,37420.38072164729
HSII,125800,4419.048028508087,163151.24512099996,37351.245120999956
FSTR,125800,8196.149827971427,163103.37845004836,37303.37845004836
OPBK,125800,13576.709804138165,163090.22393265783,37290.22393265783
HD,125800,434.12427657351145,163039.71225007423,37239.712250074226
RIG,125800,38911.23888904386,163038.0931716127,37238.09317161271
SENEA,125800,2683.5304645186598,163024.47571950857,37224.47571950857
GRND,92200,10932.233887738705,129328.32605788563,37128.32605788563
CVX,125800,1164.7808212111372,162917.88777539541,37117.887775395415
ENS,125800,1644.5956166152807,162864.30190584823,37064.30190584823
FCO,125800,27876.192074071703,162796.9659661481,36996.9659661481
CNA,125800,3233.87611501219,162793.32412316397,36993.32412316397
NLY-PI,125800,6349.588432898346,162676.4609796423,36876.46097964229
HPE,125800,9614.363664312463,162675.0339336846,36875.03393368461
UTL,125800,2728.6391120918383,162572.32329471916,36772.32329471916
AA,125800,5075.561127500468,162570.21671808665,36770.21671808665
SXC,125800,20649.30466397135,162510.02534232914,36710.02534232914
AHT-PF,125800,9636.181854598743,162466.03194999346,36666.031949993456
VBNK,76600,8711.66362436577,113251.62711675501,36651.627116755015
ELP,125800,21013.497802055463,162434.33841068938,36634.33841068938
MDRRP,115400,6078.742199465441,151968.55498663604,36568.55498663604
OPHC,125800,35602.28299929188,162346.408439592,36546.40843959199
PMT-PB,125800,6623.476964934899,162341.42192654795,36541.42192654795
HAFC,125800,8665.272068853066,162300.54188297116,36500.541882971156
PINE,120900,8491.733891866446,157351.83484709618,36451.83484709618
CRK,125800,16370.997959591929,162236.58728153998,36436.58728153998
CHMI-PA,125800,6829.198395339424,162201.6550308493,36401.6550308493
SEAL-PA,125800,6358.188493260764,162133.80657814947,36333.806578149466
WFC,125800,3126.0982885408753,162119.45915174877,36319.45915174877
NEXT,125800,34938.90836496241,162116.53014857802,36316.53014857802
JRI,125800,12299.322607745555,162105.07572354178,36305.075723541784
ATEN,125800,12155.023416374697,162026.46121292002,36226.461212920025
WIT,125800,24723.44166826525,161938.54764275966,36138.54764275966
TRN,125800,5197.361112479897,161897.79667111288,36097.79667111288
TISI,125800,9522.979822652715,161890.65698509614,36090.65698509614
RF,125800,7356.409916348083,161841.01815965783,36041.01815965783
RF,125800,7356.409916348083,161841.01815965783,36041.01815965783
RF,125800,7356.409916348083,161841.01815965783,36041.01815965783
RF,125800,7356.409916348083,161841.01815965783,36041.01815965783
RF,125800,7356.409916348083,161841.01815965783,36041.01815965783
RF,125800,7356.409916348083,161841.01815965783,36041.01815965783
RF,125800,7356.409916348083,161841.01815965783,36041.01815965783
RF,125800,7356.409916348083,161841.01815965783,36041.01815965783
RF,125800,7356.409916348083,161841.01815965783,36041.01815965783
RF,125800,7356.409916348083,161841.01815965783,36041.01815965783
RF,125800,7356.409916348083,161841.01815965783,36041.01815965783
KMI,125800,7699.77662143409,161772.30857866924,35972.30857866924
BGB,125800,13000.183502291055,161722.27731340664,35922.27731340664
TEL,125800,1116.335298658144,161701.17482420208,35901.174824202084
CCBG,125800,4754.899771769758,161666.5922401718,35866.5922401718
BOKF,125800,1591.6326100344518,161630.29640627583,35830.296406275826
DCI,125800,2296.0482725676366,161526.9924716416,35726.9924716416
HNW,125800,13131.706401471567,161519.9912427745,35719.9912427745
SIF,125800,32961.8593912715,161513.11416071822,35713.11416071822
CMPR,125800,2001.1817504979017,161455.3442408829,35655.3442408829
MGEE,125800,1815.3915884207386,161424.6167182908,35624.61671829081
LSTR,125800,878.6908138147085,161397.9222457619,35597.9222457619
BCSF,125800,9547.458889163216,161352.0515847918,35552.0515847918
LYV,125800,1653.3360961773217,161233.33054907294,35433.33054907294
AGD,125800,15683.020764663366,161221.44927292105,35421.44927292105
HOMB,125800,6006.609314444772,161217.39491623352,35417.39491623352
FCCO,125800,7434.3874244635645,161177.52163116506,35377.52163116506
UTF,125800,6289.7031318746995,161142.19951715873,35342.19951715873
BGR,125800,13024.778331560434,161116.50647083498,35316.50647083498
FE,125800,3656.620622054852,161110.70962934103,35310.70962934103
CCOI,125800,2214.0783044319014,161074.19664742082,35274.19664742082
FFIV,125800,780.5338142893621,160992.90024772353,35192.90024772353
KARO,86900,3177.305327556172,122008.52942634019,35108.52942634019
NX,125800,5865.056071344197,160878.4898268444,35078.489826844394
MGNI,125800,11767.62580264319,160863.445619931,35063.44561993101
IMMR,125800,17890.031361942052,160831.37784915583,35031.37784915583
RGLD,125800,1132.0386511042288,160749.4884568005,34949.48845680049
FELE,125800,1669.4527469086247,160701.52498376003,34901.52498376003
KO,125800,2267.9926719163363,160664.59257291604,34864.59257291604
HAL,125800,5733.316549891473,160647.5323524631,34847.53235246311
FNB,125800,11618.874578142088,160572.8431241245,34772.84312412451
VNO,125800,4400.454110929225,160572.57789382353,34772.57789382353
KOP,125800,4315.546387038568,160495.16420746327,34695.16420746327
HPS,125800,9690.935476650728,160481.88631781813,34681.886317818135
MFD,125800,18740.779262941403,160421.07835472235,34621.078354722355
HYB,125800,19394.615629461616,160393.48013379803,34593.48013379803
MAYS,125800,3685.713410742282,160328.53336728926,34528.53336728926
MDLZ,125800,2153.374137068631,160254.09933770171,34454.099337701715
EXG,125800,19030.252069631446,160234.72387818978,34434.723878189776
BSAC,125800,7829.892094467839,160199.5850843317,34399.58508433169
MHK,125800,1058.9546483867775,160156.30683902785,34356.30683902785
AGNCO,124900,6341.689517539428,159239.82765607515,34339.827656075155
NGG,125800,2305.8125649039966,160138.67559580106,34338.67559580106
AUB,125800,4294.236224479317,160132.0727423244,34332.07274232441
PHT,125800,20236.068513850252,160067.2988567765,34267.2988567765
PDD,125800,1752.9554968321877,160001.01564815574,34201.015648155735
PFIE,125800,106659.88727435823,159989.83091153734,34189.83091153734
PDLB,125800,14499.89301080395,159933.81603727842,34133.81603727842
VICI,125800,4736.834153191954,159915.5130611415,34115.51306114151
GES,125800,8454.547310796304,159875.48835709656,34075.48835709656
BKU,125800,4531.766201539679,159835.39600278242,34035.39600278242
MPV,125800,9627.266756617766,159812.63183236573,34012.63183236573
BAP,125800,905.6966268887552,159801.11505942538,34001.115059425385
EVBN,125800,4052.7794409376893,159801.09459298322,34001.09459298322
LND,125800,33253.93523708267,159618.8954806816,33818.89548068159
DGII,125800,6073.520909123272,159612.13366211543,33812.13366211543
WIX,125800,1032.8934752577302,159582.0419273193,33782.04192731931
DTM,80600,1506.6658337294562,114325.79932520982,33725.799325209824
FUSB,125800,14501.83379530958,159520.17174840538,33720.17174840538
BOTJ,125800,11467.813929561396,159517.29001034948,33717.290010349476
PAY,83100,5590.409091120807,116783.64250139873,33683.64250139873
VOC,125800,33926.77228054126,159455.82324752567,33655.82324752567
MKL,125800,102.3878391397001,159451.64902796358,33651.64902796358
STWD,125800,7968.244336263548,159444.57099242,33644.57099241999
CG,125800,4072.23594995175,159428.04365434995,33628.04365434995
HWBK,125800,6681.381290814469,159417.76167682474,33617.76167682474
VTSI,125800,24902.157001773772,159373.8071862069,33573.80718620689
HUT,125800,14415.55013807248,159291.8317752489,33491.831775248895
WSFS,125800,3089.633211196927,159208.79560145273,33408.79560145273
EPR-PG,125800,7013.201260332498,159199.67396019565,33399.67396019565
KRT,86000,4846.669661236112,119373.46968875839,33373.469688758385
PLYM,125800,6863.606253683072,159167.03268847163,33367.032688471634
SRG-PA,125800,7243.017570690333,159165.31387891198,33365.313878911984
OGE,125800,3962.085139926482,159156.95281605222,33356.95281605222
RICK,125800,3523.4040140623592,159046.45504425975,33246.455044259754
